method,pct,agent,i,x,y
hexspline_cl,50,2,153,1266.666667,173.205081
hexspline_cl,50,2,154,1275.000000,173.205081
hexspline_cl,50,2,155,1283.333333,173.205081
hexspline_cl,50,2,156,1291.666667,173.205081
hexspline_cl,50,2,157,1300.000000,173.205081
hexspline_cl,50,2,158,1308.328511,173.196728
hexspline_cl,50,2,159,1316.628086,173.138258
hexspline_cl,50,2,160,1324.869792,172.979553
hexspline_cl,50,2,161,1333.024691,172.670497
hexspline_cl,50,2,162,1341.063850,172.160972
hexspline_cl,50,2,163,1348.958333,171.400861
hexspline_cl,50,2,164,1356.679205,170.340047
hexspline_cl,50,2,165,1364.197531,168.928412
hexspline_cl,50,2,166,1371.484375,167.115840
hexspline_cl,50,2,167,1378.510802,164.852212
hexspline_cl,50,2,168,1385.247878,162.087413
hexspline_cl,50,2,169,1391.666667,158.771324
hexspline_cl,50,2,170,1397.752701,154.878887
hexspline_cl,50,2,171,1403.549383,150.485278
hexspline_cl,50,2,172,1409.114583,145.690732
hexspline_cl,50,2,173,1414.506173,140.595482
hexspline_cl,50,2,174,1419.782022,135.299764
hexspline_cl,50,2,175,1425.000000,129.903811
hexspline_cl,50,2,176,1430.217978,124.507858
hexspline_cl,50,2,177,1435.493827,119.212139
hexspline_cl,50,2,178,1440.885417,114.116889
hexspline_cl,50,2,179,1446.450617,109.322343
hexspline_cl,50,2,180,1452.247299,104.928734
hexspline_cl,50,2,181,1458.333333,101.036297
hexspline_cl,50,2,182,1464.756944,97.720208
hexspline_cl,50,2,183,1471.527778,94.955409
hexspline_cl,50,2,184,1478.645833,92.691781
hexspline_cl,50,2,185,1486.111111,90.879209
hexspline_cl,50,2,186,1493.923611,89.467574
hexspline_cl,50,2,187,1502.083333,88.406760
hexspline_cl,50,2,188,1510.590278,87.646649
hexspline_cl,50,2,189,1519.444444,87.137124
hexspline_cl,50,2,190,1528.645833,86.828068
hexspline_cl,50,2,191,1538.194444,86.669363
hexspline_cl,50,2,192,1548.090278,86.610893
hexspline_cl,50,2,193,1558.333333,86.602540
hexspline_cl,50,2,194,1568.918789,86.652658
hexspline_cl,50,2,195,1579.822531,87.003478
hexspline_cl,50,2,196,1591.015625,87.955704
hexspline_cl,50,2,197,1602.469136,89.810039
hexspline_cl,50,2,198,1614.154128,92.867186
hexspline_cl,50,2,199,1626.041667,97.427848
hexspline_cl,50,2,200,1638.102816,103.792728
hexspline_cl,50,2,201,1650.308642,112.262528
hexspline_cl,50,2,202,1662.630208,123.137953
hexspline_cl,50,2,203,1675.038580,136.719705
hexspline_cl,50,2,204,1687.504823,153.308486
hexspline_cl,50,2,205,1700.000000,173.205000
hexspline_cl,30,1,1,0.000000,0.000000
hexspline_cl,30,1,2,23.005060,-1.342751
hexspline_cl,30,1,3,43.239355,-4.184690
hexspline_cl,30,1,4,60.970391,-8.307518
hexspline_cl,30,1,5,76.465670,-13.492933
hexspline_cl,30,1,6,89.992697,-19.522638
hexspline_cl,30,1,7,101.818975,-26.178331
hexspline_cl,30,1,8,112.212010,-33.241714
hexspline_cl,30,1,9,121.439305,-40.494485
hexspline_cl,30,1,10,129.768364,-47.718346
hexspline_cl,30,1,11,137.466691,-54.694997
hexspline_cl,30,1,12,144.801791,-61.206137
hexspline_cl,30,1,13,152.041166,-67.033467
hexspline_cl,30,1,14,159.405374,-72.007601
hexspline_cl,30,1,15,166.927173,-76.154800
hexspline_cl,30,1,16,174.592374,-79.550241
hexspline_cl,30,1,17,182.386789,-82.269099
hexspline_cl,30,1,18,190.296229,-84.386552
hexspline_cl,30,1,19,198.306505,-85.977773
hexspline_cl,30,1,20,206.403428,-87.117940
hexspline_cl,30,1,21,214.572810,-87.882227
hexspline_cl,30,1,22,222.800460,-88.345811
hexspline_cl,30,1,23,231.072191,-88.583868
hexspline_cl,30,1,24,239.373814,-88.671573
hexspline_cl,30,1,25,247.691139,-88.684102
hexspline_cl,30,1,26,256.012326,-88.684102
hexspline_cl,30,1,27,264.334927,-88.684102
hexspline_cl,30,1,28,272.658843,-88.684102
hexspline_cl,30,1,29,280.983973,-88.684102
hexspline_cl,30,1,30,289.310219,-88.684102
hexspline_cl,30,1,31,297.637481,-88.684102
hexspline_cl,30,1,32,305.965659,-88.684102
hexspline_cl,30,1,33,314.294654,-88.684102
hexspline_cl,30,1,34,322.624366,-88.684103
hexspline_cl,30,1,35,330.954695,-88.684103
hexspline_cl,30,1,36,339.285542,-88.684103
hexspline_cl,30,1,37,347.616808,-88.684103
hexspline_cl,30,1,38,355.948402,-88.684103
hexspline_cl,30,1,39,364.280275,-88.684103
hexspline_cl,30,1,40,372.612387,-88.684103
hexspline_cl,30,1,41,380.944700,-88.684103
hexspline_cl,30,1,42,389.277172,-88.684102
hexspline_cl,30,1,43,397.609765,-88.684102
hexspline_cl,30,1,44,405.942438,-88.684102
hexspline_cl,30,1,45,414.275152,-88.684102
hexspline_cl,30,1,46,422.607868,-88.684102
hexspline_cl,30,1,47,430.940546,-88.684102
hexspline_cl,30,1,48,439.273145,-88.684102
hexspline_cl,30,1,49,447.605627,-88.684102
hexspline_cl,30,1,50,455.937995,-88.684102
hexspline_cl,30,1,51,464.270423,-88.684102
hexspline_cl,30,1,52,472.603130,-88.684102
hexspline_cl,30,1,53,480.936333,-88.684102
hexspline_cl,30,1,54,489.270250,-88.684102
hexspline_cl,30,1,55,497.605100,-88.684102
hexspline_cl,30,1,56,505.941099,-88.684102
hexspline_cl,30,1,57,514.278467,-88.684102
hexspline_cl,30,1,58,522.617420,-88.684102
hexspline_cl,30,1,59,530.958176,-88.684102
hexspline_cl,30,1,60,539.300955,-88.684102
hexspline_cl,30,1,61,547.645972,-88.684102
hexspline_cl,30,1,62,555.988522,-88.692455
hexspline_cl,30,1,63,564.304197,-88.750925
hexspline_cl,30,1,64,572.563666,-88.909630
hexspline_cl,30,1,65,580.737597,-89.218686
hexspline_cl,30,1,66,588.796659,-89.728211
hexspline_cl,30,1,67,596.711518,-90.488322
hexspline_cl,30,1,68,604.452845,-91.549136
hexspline_cl,30,1,69,611.991306,-92.960771
hexspline_cl,30,1,70,619.297570,-94.773343
hexspline_cl,30,1,71,626.342306,-97.036971
hexspline_cl,30,1,72,633.096182,-99.801770
hexspline_cl,30,1,73,639.529865,-103.117859
hexspline_cl,30,1,74,645.629026,-107.010296
hexspline_cl,30,1,75,651.439335,-111.403904
hexspline_cl,30,1,76,657.021468,-116.198451
hexspline_cl,30,1,77,662.436095,-121.293700
hexspline_cl,30,1,78,667.743892,-126.589419
hexspline_cl,30,1,79,673.005530,-131.985372
hexspline_cl,30,1,80,678.281684,-137.381325
hexspline_cl,30,1,81,683.633025,-142.677044
hexspline_cl,30,1,82,689.120228,-147.772293
hexspline_cl,30,1,83,694.803965,-152.566840
hexspline_cl,30,1,84,700.744910,-156.960448
hexspline_cl,30,1,85,707.003735,-160.852885
hexspline_cl,30,1,86,713.624840,-164.168974
hexspline_cl,30,1,87,720.587522,-166.933773
hexspline_cl,30,1,88,727.854807,-169.197401
hexspline_cl,30,1,89,735.389717,-171.009973
hexspline_cl,30,1,90,743.155278,-172.421608
hexspline_cl,30,1,91,751.114512,-173.482423
hexspline_cl,30,1,92,759.230444,-174.242534
hexspline_cl,30,1,93,767.466098,-174.752059
hexspline_cl,30,1,94,775.784499,-175.061115
hexspline_cl,30,1,95,784.148669,-175.219820
hexspline_cl,30,1,96,792.521634,-175.278290
hexspline_cl,30,1,97,800.866417,-175.286643
hexspline_cl,30,1,98,809.153614,-175.286643
hexspline_cl,30,1,99,817.384110,-175.286643
hexspline_cl,30,1,100,825.566361,-175.286643
hexspline_cl,30,1,101,833.708823,-175.286643
hexspline_cl,30,1,102,841.819954,-175.286644
hexspline_cl,30,1,103,849.908210,-175.286644
hexspline_cl,30,1,104,857.982048,-175.286644
hexspline_cl,30,1,105,866.049923,-175.286644
hexspline_cl,30,1,106,874.120292,-175.286644
hexspline_cl,30,1,107,882.201613,-175.286644
hexspline_cl,30,1,108,890.302341,-175.286644
hexspline_cl,30,1,109,898.430933,-175.286645
hexspline_cl,30,1,110,906.589075,-175.294998
hexspline_cl,30,1,111,914.751368,-175.353468
hexspline_cl,30,1,112,922.885641,-175.512172
hexspline_cl,30,1,113,930.959726,-175.821229
hexspline_cl,30,1,114,938.941453,-176.330754
hexspline_cl,30,1,115,946.798651,-177.090865
hexspline_cl,30,1,116,954.499151,-178.151679
hexspline_cl,30,1,117,962.010783,-179.563314
hexspline_cl,30,1,118,969.301378,-181.375887
hexspline_cl,30,1,119,976.338766,-183.639514
hexspline_cl,30,1,120,983.090776,-186.404314
hexspline_cl,30,1,121,989.525240,-189.720403
hexspline_cl,30,1,122,995.625461,-193.612840
hexspline_cl,30,1,123,1001.436643,-198.006449
hexspline_cl,30,1,124,1007.019463,-202.800996
hexspline_cl,30,1,125,1012.434598,-207.896246
hexspline_cl,30,1,126,1017.742725,-213.191965
hexspline_cl,30,1,127,1023.004522,-218.587918
hexspline_cl,30,1,128,1028.280666,-223.983871
hexspline_cl,30,1,129,1033.631833,-229.279590
hexspline_cl,30,1,130,1039.118702,-234.374840
hexspline_cl,30,1,131,1044.801949,-239.169387
hexspline_cl,30,1,132,1050.742252,-243.562996
hexspline_cl,30,1,133,1057.000288,-247.455432
hexspline_cl,30,1,134,1063.620931,-250.771521
hexspline_cl,30,1,135,1070.585843,-253.536320
hexspline_cl,30,1,136,1077.860884,-255.799948
hexspline_cl,30,1,137,1085.411912,-257.612520
hexspline_cl,30,1,138,1093.204787,-259.024154
hexspline_cl,30,1,139,1101.205369,-260.084968
hexspline_cl,30,1,140,1109.379515,-260.845079
hexspline_cl,30,1,141,1117.693086,-261.354604
hexspline_cl,30,1,142,1126.111940,-261.663660
hexspline_cl,30,1,143,1134.601938,-261.822364
hexspline_cl,30,1,144,1143.128937,-261.880834
hexspline_cl,30,1,145,1151.658797,-261.889186
hexspline_cl,30,1,146,1160.163502,-261.889186
hexspline_cl,30,1,147,1168.639534,-261.889186
hexspline_cl,30,1,148,1177.089500,-261.889186
hexspline_cl,30,1,149,1185.516006,-261.889186
hexspline_cl,30,1,150,1193.921659,-261.889186
hexspline_cl,30,1,151,1202.309066,-261.889186
hexspline_cl,30,1,152,1210.680833,-261.889186
hexspline_cl,30,1,153,1219.039566,-261.889186
hexspline_cl,30,1,154,1227.387874,-261.889186
hexspline_cl,30,1,155,1235.728362,-261.889186
hexspline_cl,30,1,156,1244.063636,-261.889186
hexspline_cl,30,1,157,1252.396305,-261.889186
hexspline_cl,30,1,158,1260.728109,-261.889186
hexspline_cl,30,1,159,1269.057338,-261.889186
hexspline_cl,30,1,160,1277.381415,-261.889186
hexspline_cl,30,1,161,1285.697764,-261.889186
hexspline_cl,30,1,162,1294.003809,-261.889186
hexspline_cl,30,1,163,1302.296974,-261.889186
hexspline_cl,30,1,164,1310.574682,-261.889186
hexspline_cl,30,1,165,1318.834359,-261.889186
hexspline_cl,30,1,166,1327.073426,-261.889186
hexspline_cl,30,1,167,1335.289310,-261.889185
hexspline_cl,30,1,168,1343.479432,-261.889185
hexspline_cl,30,1,169,1351.641218,-261.889185
hexspline_cl,30,1,170,1359.773381,-261.889185
hexspline_cl,30,1,171,1367.879790,-261.889185
hexspline_cl,30,1,172,1375.965606,-261.889185
hexspline_cl,30,1,173,1384.035989,-261.889185
hexspline_cl,30,1,174,1392.096098,-261.889185
hexspline_cl,30,1,175,1400.151093,-261.889185
hexspline_cl,30,1,176,1408.206135,-261.889185
hexspline_cl,30,1,177,1416.266381,-261.889184
hexspline_cl,30,1,178,1424.336994,-261.889184
hexspline_cl,30,1,179,1432.423131,-261.889184
hexspline_cl,30,1,180,1440.529954,-261.889184
hexspline_cl,30,1,181,1448.662621,-261.889184
hexspline_cl,30,1,182,1456.825002,-261.889184
hexspline_cl,30,1,183,1465.015804,-261.889184
hexspline_cl,30,1,184,1473.232443,-261.889184
hexspline_cl,30,1,185,1481.472336,-261.889184
hexspline_cl,30,1,186,1489.732897,-261.889184
hexspline_cl,30,1,187,1498.011544,-261.889183
hexspline_cl,30,1,188,1506.305693,-261.889183
hexspline_cl,30,1,189,1514.612759,-261.889183
hexspline_cl,30,1,190,1522.930160,-261.889183
hexspline_cl,30,1,191,1531.255311,-261.889183
hexspline_cl,30,1,192,1539.585629,-261.889183
hexspline_cl,30,1,193,1547.918529,-261.889183
hexspline_cl,30,1,194,1556.249448,-261.876654
hexspline_cl,30,1,195,1564.565898,-261.788949
hexspline_cl,30,1,196,1572.853412,-261.550892
hexspline_cl,30,1,197,1581.097522,-261.087308
hexspline_cl,30,1,198,1589.283762,-260.323020
hexspline_cl,30,1,199,1597.397664,-259.182854
hexspline_cl,30,1,200,1605.424759,-257.591632
hexspline_cl,30,1,201,1613.350582,-255.474180
hexspline_cl,30,1,202,1621.160664,-252.755321
hexspline_cl,30,1,203,1628.840538,-249.359880
hexspline_cl,30,1,204,1636.375737,-245.212681
hexspline_cl,30,1,205,1643.751792,-240.238547
hexspline_cl,30,1,206,1650.915657,-234.362304
hexspline_cl,30,1,207,1657.659963,-227.508776
hexspline_cl,30,1,208,1663.738760,-219.602787
hexspline_cl,30,1,209,1668.906100,-210.569163
hexspline_cl,30,1,210,1672.916032,-200.332729
hexspline_cl,30,1,211,1675.522609,-188.818308
hexspline_cl,30,1,212,1676.479881,-175.950726
hexspline_cl,30,1,213,1675.541898,-161.654808
hexspline_cl,30,1,214,1672.462713,-145.855378
hexspline_cl,30,1,215,1666.996374,-128.477261
hexspline_cl,30,1,216,1658.896935,-109.445282
hexspline_cl,30,1,217,1647.918444,-88.684265
hexspline_cl,30,2,1,0.000000,0.000000
hexspline_cl,30,2,2,12.107617,19.416134
hexspline_cl,30,2,3,24.427878,35.604492
hexspline_cl,30,2,4,36.895777,48.858506
hexspline_cl,30,2,5,49.446304,59.471609
hexspline_cl,30,2,6,62.014451,67.737232
hexspline_cl,30,2,7,74.535210,73.948810
hexspline_cl,30,2,8,86.943572,78.399775
hexspline_cl,30,2,9,99.174531,81.383558
hexspline_cl,30,2,10,111.163076,83.193594
hexspline_cl,30,2,11,122.844200,84.123313
hexspline_cl,30,2,12,134.152895,84.466150
hexspline_cl,30,2,13,145.024152,84.515536
hexspline_cl,30,2,14,155.411523,84.515999
hexspline_cl,30,2,15,165.342797,84.516443
hexspline_cl,30,2,16,174.864326,84.516869
hexspline_cl,30,2,17,184.022458,84.517274
hexspline_cl,30,2,18,192.863543,84.517658
hexspline_cl,30,2,19,201.433931,84.518022
hexspline_cl,30,2,20,209.779973,84.518364
hexspline_cl,30,2,21,217.948017,84.518683
hexspline_cl,30,2,22,225.984414,84.518978
hexspline_cl,30,2,23,233.935513,84.519250
hexspline_cl,30,2,24,241.847664,84.519497
hexspline_cl,30,2,25,249.767218,84.519719
hexspline_cl,30,2,26,257.732165,84.519915
hexspline_cl,30,2,27,265.747062,84.520087
hexspline_cl,30,2,28,273.808107,84.520237
hexspline_cl,30,2,29,281.911499,84.520366
hexspline_cl,30,2,30,290.053436,84.520477
hexspline_cl,30,2,31,298.230117,84.520570
hexspline_cl,30,2,32,306.437739,84.520649
hexspline_cl,30,2,33,314.672501,84.520714
hexspline_cl,30,2,34,322.930600,84.520767
hexspline_cl,30,2,35,331.208237,84.520811
hexspline_cl,30,2,36,339.501608,84.520847
hexspline_cl,30,2,37,347.806912,84.520877
hexspline_cl,30,2,38,356.120838,84.520902
hexspline_cl,30,2,39,364.442042,84.520924
hexspline_cl,30,2,40,372.769670,84.520941
hexspline_cl,30,2,41,381.102867,84.520956
hexspline_cl,30,2,42,389.440781,84.520968
hexspline_cl,30,2,43,397.782557,84.520978
hexspline_cl,30,2,44,406.127342,84.520986
hexspline_cl,30,2,45,414.474281,84.520992
hexspline_cl,30,2,46,422.822522,84.520996
hexspline_cl,30,2,47,431.171209,84.521000
hexspline_cl,30,2,48,439.519490,84.521004
hexspline_cl,30,2,49,447.866511,84.521007
hexspline_cl,30,2,50,456.211590,84.521011
hexspline_cl,30,2,51,464.554730,84.521015
hexspline_cl,30,2,52,472.896107,84.521020
hexspline_cl,30,2,53,481.235897,84.521025
hexspline_cl,30,2,54,489.574275,84.521030
hexspline_cl,30,2,55,497.911417,84.521036
hexspline_cl,30,2,56,506.247499,84.521043
hexspline_cl,30,2,57,514.582696,84.521051
hexspline_cl,30,2,58,522.917183,84.521059
hexspline_cl,30,2,59,531.251137,84.521068
hexspline_cl,30,2,60,539.584733,84.521078
hexspline_cl,30,2,61,547.918147,84.521089
hexspline_cl,30,2,62,556.251524,84.521117
hexspline_cl,30,2,63,564.584888,84.521243
hexspline_cl,30,2,64,572.918235,84.521562
hexspline_cl,30,2,65,581.251560,84.522172
hexspline_cl,30,2,66,589.584856,84.523169
hexspline_cl,30,2,67,597.918119,84.524649
hexspline_cl,30,2,68,606.251343,84.526710
hexspline_cl,30,2,69,614.584523,84.529446
hexspline_cl,30,2,70,622.917654,84.532956
hexspline_cl,30,2,71,631.250730,84.537335
hexspline_cl,30,2,72,639.583746,84.542679
hexspline_cl,30,2,73,647.916697,84.549087
hexspline_cl,30,2,74,656.249504,84.557021
hexspline_cl,30,2,75,664.581803,84.568424
hexspline_cl,30,2,76,672.913153,84.585603
hexspline_cl,30,2,77,681.243116,84.610869
hexspline_cl,30,2,78,689.571254,84.646530
hexspline_cl,30,2,79,697.897127,84.694895
hexspline_cl,30,2,80,706.220297,84.758273
hexspline_cl,30,2,81,714.540326,84.838974
hexspline_cl,30,2,82,722.856773,84.939306
hexspline_cl,30,2,83,731.169201,85.061579
hexspline_cl,30,2,84,739.477170,85.208101
hexspline_cl,30,2,85,747.780243,85.381183
hexspline_cl,30,2,86,756.077637,85.583635
hexspline_cl,30,2,87,764.367203,85.820278
hexspline_cl,30,2,88,772.646447,86.096437
hexspline_cl,30,2,89,780.912876,86.417436
hexspline_cl,30,2,90,789.163998,86.788599
hexspline_cl,30,2,91,797.397318,87.215249
hexspline_cl,30,2,92,805.610345,87.702710
hexspline_cl,30,2,93,813.800585,88.256307
hexspline_cl,30,2,94,821.965546,88.881363
hexspline_cl,30,2,95,830.102733,89.583203
hexspline_cl,30,2,96,838.209655,90.367149
hexspline_cl,30,2,97,846.283818,91.238527
hexspline_cl,30,2,98,854.324307,92.196640
hexspline_cl,30,2,99,862.336517,93.216716
hexspline_cl,30,2,100,870.327422,94.267961
hexspline_cl,30,2,101,878.303992,95.319584
hexspline_cl,30,2,102,886.273203,96.340791
hexspline_cl,30,2,103,894.242026,97.300791
hexspline_cl,30,2,104,902.217434,98.168789
hexspline_cl,30,2,105,910.206401,98.913995
hexspline_cl,30,2,106,918.215898,99.505615
hexspline_cl,30,2,107,926.252899,99.912856
hexspline_cl,30,2,108,934.324377,100.104927
hexspline_cl,30,2,109,942.437305,100.051034
hexspline_cl,30,2,110,950.592423,99.738668
hexspline_cl,30,2,111,958.765543,99.228453
hexspline_cl,30,2,112,966.926246,98.599295
hexspline_cl,30,2,113,975.044111,97.930103
hexspline_cl,30,2,114,983.088718,97.299783
hexspline_cl,30,2,115,991.029648,96.787242
hexspline_cl,30,2,116,998.836479,96.471387
hexspline_cl,30,2,117,1006.478794,96.431125
hexspline_cl,30,2,118,1013.926170,96.745363
hexspline_cl,30,2,119,1021.148189,97.493009
hexspline_cl,30,2,120,1028.114430,98.752968
hexspline_cl,30,2,121,1034.794473,100.604150
hexspline_cl,30,2,122,1041.173320,103.094766
hexspline_cl,30,2,123,1047.297665,106.150262
hexspline_cl,30,2,124,1053.229621,109.665385
hexspline_cl,30,2,125,1059.031302,113.534887
hexspline_cl,30,2,126,1064.764825,117.653517
hexspline_cl,30,2,127,1070.492302,121.916025
hexspline_cl,30,2,128,1076.275850,126.217161
hexspline_cl,30,2,129,1082.177581,130.451675
hexspline_cl,30,2,130,1088.259612,134.514317
hexspline_cl,30,2,131,1094.584055,138.299837
hexspline_cl,30,2,132,1101.213028,141.702985
hexspline_cl,30,2,133,1108.208642,144.618511
hexspline_cl,30,2,134,1115.613593,146.968132
hexspline_cl,30,2,135,1123.392888,148.781431
hexspline_cl,30,2,136,1131.492114,150.114961
hexspline_cl,30,2,137,1139.856858,151.025274
hexspline_cl,30,2,138,1148.432706,151.568920
hexspline_cl,30,2,139,1157.165247,151.802450
hexspline_cl,30,2,140,1166.000066,151.782418
hexspline_cl,30,2,141,1174.882750,151.565373
hexspline_cl,30,2,142,1183.758887,151.207867
hexspline_cl,30,2,143,1192.574063,150.766452
hexspline_cl,30,2,144,1201.273865,150.297679
hexspline_cl,30,2,145,1209.803880,149.858100
hexspline_cl,30,2,146,1218.123107,149.494110
hexspline_cl,30,2,147,1226.244190,149.211485
hexspline_cl,30,2,148,1234.193188,149.005844
hexspline_cl,30,2,149,1241.996155,148.872806
hexspline_cl,30,2,150,1249.679151,148.807992
hexspline_cl,30,2,151,1257.268231,148.807019
hexspline_cl,30,2,152,1264.789452,148.865509
hexspline_cl,30,2,153,1272.268872,148.979080
hexspline_cl,30,2,154,1279.732546,149.143352
hexspline_cl,30,2,155,1287.206533,149.353944
hexspline_cl,30,2,156,1294.716889,149.606476
hexspline_cl,30,2,157,1302.289671,149.896567
hexspline_cl,30,2,158,1309.941125,150.212705
hexspline_cl,30,2,159,1317.648253,150.514851
hexspline_cl,30,2,160,1325.378246,150.755831
hexspline_cl,30,2,161,1333.098297,150.888476
hexspline_cl,30,2,162,1340.775595,150.865612
hexspline_cl,30,2,163,1348.377334,150.640069
hexspline_cl,30,2,164,1355.870703,150.164675
hexspline_cl,30,2,165,1363.222894,149.392257
hexspline_cl,30,2,166,1370.401098,148.275646
hexspline_cl,30,2,167,1377.372508,146.767667
hexspline_cl,30,2,168,1384.104313,144.821151
hexspline_cl,30,2,169,1390.563707,142.388925
hexspline_cl,30,2,170,1396.726861,139.437544
hexspline_cl,30,2,171,1402.605883,135.988460
hexspline_cl,30,2,172,1408.221859,132.076853
hexspline_cl,30,2,173,1413.595877,127.737903
hexspline_cl,30,2,174,1418.749025,123.006789
hexspline_cl,30,2,175,1423.702391,117.918690
hexspline_cl,30,2,176,1428.477062,112.508786
hexspline_cl,30,2,177,1433.094127,106.812255
hexspline_cl,30,2,178,1437.574673,100.864278
hexspline_cl,30,2,179,1441.939788,94.700033
hexspline_cl,30,2,180,1446.210560,88.354699
hexspline_cl,30,2,181,1450.408076,81.863457
hexspline_cl,30,2,182,1454.554886,75.265513
hexspline_cl,30,2,183,1458.679380,68.616189
hexspline_cl,30,2,184,1462.811409,61.974832
hexspline_cl,30,2,185,1466.980826,55.400793
hexspline_cl,30,2,186,1471.217483,48.953420
hexspline_cl,30,2,187,1475.551230,42.692061
hexspline_cl,30,2,188,1480.011921,36.676066
hexspline_cl,30,2,189,1484.629406,30.964784
hexspline_cl,30,2,190,1489.433537,25.617563
hexspline_cl,30,2,191,1494.454166,20.693753
hexspline_cl,30,2,192,1499.721146,16.252703
hexspline_cl,30,2,193,1505.264326,12.353760
hexspline_cl,30,2,194,1511.102964,9.054654
hexspline_cl,30,2,195,1517.213930,6.406630
hexspline_cl,30,2,196,1523.563497,4.459313
hexspline_cl,30,2,197,1530.117940,3.262328
hexspline_cl,30,2,198,1536.843534,2.865299
hexspline_cl,30,2,199,1543.706553,3.317851
hexspline_cl,30,2,200,1550.673271,4.669610
hexspline_cl,30,2,201,1557.709962,6.970199
hexspline_cl,30,2,202,1564.782901,10.269245
hexspline_cl,30,2,203,1571.858362,14.616371
hexspline_cl,30,2,204,1578.902619,20.061202
hexspline_cl,30,2,205,1585.881947,26.653363
hexspline_cl,30,2,206,1592.790227,34.419268
hexspline_cl,30,2,207,1599.731775,43.292484
hexspline_cl,30,2,208,1606.838514,53.183367
hexspline_cl,30,2,209,1614.242366,64.002271
hexspline_cl,30,2,210,1622.075254,75.659554
hexspline_cl,30,2,211,1630.469102,88.065570
hexspline_cl,30,2,212,1639.555830,101.130676
hexspline_cl,30,2,213,1649.467364,114.765228
hexspline_cl,30,2,214,1660.335625,128.879580
hexspline_cl,30,2,215,1672.292536,143.384089
hexspline_cl,30,2,216,1685.470020,158.189110
hexspline_cl,30,2,217,1700.000000,173.205000
