method,scenario_id,pct,threshold,success,fail_reason,primary_length,primary_unc,length_ratio,wall_s
hexspline_cl,s055,30,1.5145,true,,1379.1740297421393,1.325987637443701,1.3924,44.5
hexspline_cl,s057,100,5.1397,true,,907.4938765852526,3.8573933393491635,0.8811,18.2
hexspline_cl,s057,90,4.6257,true,,990.788746235745,3.54627526932619,0.9619,17.4
hexspline_cl,s057,80,4.1118,true,,991.1074421526674,3.6653530190919414,0.9622,17.3
hexspline_cl,s057,70,3.5978,true,,1068.2178343857538,2.0968650119124326,1.0371,17.9
hexspline_cl,s057,60,3.0838,true,,1068.3616769498576,2.1412782834862796,1.0372,17.9
hexspline_cl,s057,50,2.5699,true,,1068.4576833716906,2.1776771117673093,1.0373,17.8
hexspline_cl,s057,40,2.0559,true,,1074.3264424725191,1.2228465553176047,1.0430,17.9
hexspline_cl,s057,30,1.5419,true,,1074.3264424725191,1.2228465553176047,1.0430,17.3
hexspline_cl,s058,100,6.9173,true,,813.3674765972866,5.454757440363457,1.2789,17.7
hexspline_cl,s058,90,6.2256,true,,813.5814799152413,5.445511050183884,1.2793,17.7
hexspline_cl,s058,80,5.5338,true,,848.3208379912714,4.733375407934416,1.3339,17.6
hexspline_cl,s058,70,4.8421,true,,1615.5760301314472,3.681496146595956,2.5403,55.6
hexspline_cl,s058,60,4.1504,true,,1615.5760301314472,3.681496146595956,2.5403,55.3
hexspline_cl,s058,50,3.4586,false,recovery_failed,1634.2632582417784,3.4935551956292112,,90.5
hexspline_cl,s058,40,2.7669,false,not_run_after_fail,,,,0.0
hexspline_cl,s058,30,2.0752,false,not_run_after_fail,,,,0.0
hexspline_cl,s060,100,7.4188,true,,704.2015064666964,4.374419994149097,1.1177,17.0
hexspline_cl,s060,90,6.6769,true,,704.2015064666964,4.374419994149097,1.1177,17.0
hexspline_cl,s060,80,5.9351,true,,704.2015064666964,4.374419994149097,1.1177,17.0
hexspline_cl,s060,70,5.1932,true,,704.2015064666964,4.374419994149097,1.1177,17.1
hexspline_cl,s060,60,4.4513,true,,704.2015064666964,4.374419994149097,1.1177,17.1
hexspline_cl,s060,50,3.7094,true,,1519.9614894600559,3.5136335054502355,2.4124,28.7
hexspline_cl,s060,40,2.9675,false,recovery_failed,1788.4752768980986,3.560406175980616,,83.2
hexspline_cl,s060,30,2.2256,false,not_run_after_fail,,,,0.0
hexspline_cl,s061,100,8.9677,true,,697.6858398587972,6.536819879423238,1.1235,17.9
hexspline_cl,s061,90,8.0709,true,,699.6356343348473,6.288852569757093,1.1267,17.9
hexspline_cl,s061,80,7.1741,true,,699.4024480587184,6.130132054165211,1.1263,18.1
hexspline_cl,s061,70,6.2774,true,,704.2015064666964,4.909804366849718,1.1340,17.4
hexspline_cl,s061,60,5.3806,true,,704.2015064666964,4.909804366849718,1.1340,17.5
hexspline_cl,s061,50,4.4838,true,,676.5111743878279,3.034263381873479,1.0894,17.7
hexspline_cl,s061,40,3.5871,true,,704.2015064666964,3.5860352335612036,1.1340,17.0
hexspline_cl,s061,30,2.6903,true,,817.8401812201314,1.325520499239908,1.3170,17.1
hexspline_cl,s062,100,5.2141,true,,968.4104886644006,5.214056927203735,1.2023,23.6
hexspline_cl,s062,90,4.6927,true,,1161.5972724272765,3.0086450941808387,1.4421,22.8
hexspline_cl,s062,80,4.1712,true,,1158.3324925612958,3.048703512509428,1.4380,23.2
hexspline_cl,s062,70,3.6498,true,,1162.7876988664043,3.5110369393475027,1.4436,22.3
hexspline_cl,s062,60,3.1284,true,,1162.7876988664043,1.490090680889307,1.4436,22.5
hexspline_cl,s062,50,2.6070,true,,1162.7876988664043,1.490090680889307,1.4436,21.9
hexspline_cl,s062,40,2.0856,true,,1162.7876988664043,1.490090680889307,1.4436,21.8
hexspline_cl,s062,30,1.5642,true,,1162.7876988664043,1.490090680889307,1.4436,21.7
hexspline_cl,s063,100,5.2198,true,,1162.7876988664043,1.8517678975902852,1.1431,19.2
hexspline_cl,s063,90,4.6978,true,,1162.7876988664043,1.8517678975902852,1.1431,19.1
hexspline_cl,s063,80,4.1758,true,,1162.7876988664043,1.8517678975902852,1.1431,19.1
hexspline_cl,s063,70,3.6539,true,,1162.7876988664043,1.8517678975902852,1.1431,19.3
hexspline_cl,s063,60,3.1319,true,,1162.7876988664043,1.8517678975902852,1.1431,19.2
hexspline_cl,s063,50,2.6099,true,,1162.7876988664043,1.8517678975902852,1.1431,19.3
hexspline_cl,s063,40,2.0879,true,,1162.7876988664043,1.8517678975902852,1.1431,19.2
hexspline_cl,s063,30,1.5659,false,recovery_failed,1162.7876988664043,1.8517678975902852,,78.7
hexspline_cl,s064,100,10.1594,true,,908.225437152033,6.405926348795082,1.1283,18.3
hexspline_cl,s064,90,9.1435,true,,908.2947360663514,6.410144970551175,1.1284,18.2
hexspline_cl,s064,80,8.1275,true,,908.504890518003,6.42339088129201,1.1287,18.4
hexspline_cl,s064,70,7.1116,true,,912.1048133096808,6.492773271414474,1.1332,18.4
